name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates
Abeona Therapeutics,Technology,12.85,operating,USA,OH,Cleveland,3,George Soros:8500000,1,-,-,-,-,-,-,-,Cuyahoga,2013,37.280232:-121.954352
Abe's Market,Finance,19.148,operating,USA,IL,Chicago,5,"Accel:9148000.0|Bearing Capital:10000000|Beringea:15748000.0|Carmel Ventures:5748000.0|Credit Suisse:5000000|Index Ventures:9148000.0|InvestMichigan:748000|Mistral Equity Partners:10748000.0|OurCrowd:10748000.0|The R-Group, LLC:10000000",10,-,-,-,-,-,-,-,Cook,2009,41.478138:-81.679486
ABILITY Network,Health,583,operating,USA,MN,Minneapolis,4,Bain Capital Ventures:27000000|Chippewa Valley Investment Partners:1000000|Lemhi Ventures:32000000.0|Summit Partners:550000000,4,-,-,-,-,-,-,-,Hennepin,2000,41.837551:-87.681844
AbilTo,Software,21,operating,USA,NY,New York,3,.406 Ventures:21000000.0|BlueCross BlueShield Venture Partners:18000000.0|HLM Venture Partners:12000000|Sandbox Industries:18000000.0,4,-,-,-,-,-,-,-,New York,2008,44.963323:-93.268284
Abine,Software,6.467283,operating,USA,MA,Boston,1,Atlas Venture:6467283|General Catalyst Partners:6467283,2,-,-,-,-,-,-,-,Suffolk,2008,40.664274:-73.9385
aBioBot,Technology,0.05,operating,USA,OH,Dublin,1,SOSV:50000|Indie Bio:50000,2,-,-,-,-,-,-,-,Franklin,2015,42.33196:-71.020173
Abiquo Group,Software,26.89877,operating,USA,CA,Redwood City,10,Balderton Capital:18000400.0|Fundación Caja Navarra:2050000|Eurecan:10800000.0|Kreos Capital:1360000|Nauta Capital:21870400.0|Oxford Capital Partners:5000000,6,-,-,-,-,-,-,-,San Mateo,2010,40.111304:-83.144314
aBIZinaBOX,Finance,0.5,operating,USA,IL,Evanston,1,Jordan S Zoot:500000,1,-,-,-,-,-,-,-,Cook,1998,37.515274:-122.213672
Ablative Solutions,Technology,42.980577,operating,USA,MI,Kalamazoo,7,BioStar Ventures:14875077.0|CKM Capital Partners:8000000|Michigan Accelerator Fund I:9575077,3,-,-,-,-,-,-,-,Kalamazoo,2011,42.046391:-87.694352
Able Lending,Services,17.5,operating,USA,TX,Austin,4,Base Ventures:10000000.0|Blumberg Capital:6000000|Correlation Ventures:10000000.0|Emerge:10000000.0|Expansion Venture Capital:16000000.0|FLOODGATE:10000000.0|Founders Fund:10000000.0|Peterson Partners:6000000|Peterson Ventures:5000000|Rothenberg Ventures:10000000.0|RPM Ventures:6000000|SierraMaya360:6000000|TDF Ventures:10000000.0|Western Technology Investment:10000000.0|ZenStone Venture Capital:6000000|Brendan Wallace:5000000|Nick Ducoff:1500000,17,-,-,-,-,-,-,-,Travis,2014,42.275163:-85.588501
Ablexis,Technology,12,operating,USA,CA,San Francisco,1,Pfizer Venture Investments:12000000|Third Rock Ventures:12000000,2,-,-,-,-,-,-,-,San Francisco,2009,30.307182:-97.755996
ablio,Services,0.25,operating,USA,CA,Westlake Village,1,Euroventures Capital Advisory:250000,1,-,-,-,-,-,-,-,Ventura,2014,37.727239:-123.032229
ABO Data,Software,1,operating,USA,TX,Italy,1,ANTONIO MURRONI:1000000|FILIPPO Murroni:1000000,2,-,-,-,-,-,-,-,Ellis,1979,34.136537:-118.816975
ABODO,Finance,2.518,operating,USA,WI,Madison,4,4490 Ventures:1250000|American Family Ventures:1250000|Dundee Venture Capital:923000|gener8tor:345000.0|Lakewest Venture Partners:2173000.0|Michael Taus:325000,6,-,-,-,-,-,-,-,Dane,2011,32.186464:-96.885789
Abound Solar,Technology,510,closed,USA,CO,Loveland,2,Bohemian Companies:110000000|BP Alternative Energy:110000000|DCM:110000000|Invus:110000000|U.S. Department of Energy:400000000,5,-,-,-,-,-,-,-,Weld,2007,43.087806:-89.430121
aboutLife,Software,3,operating,USA,CA,San Francisco,2,Kleiner Perkins Caufield & Byers:3000000,1,-,-,-,-,-,-,-,San Francisco,2013,40.41708:-105.061855
about.me,Software,17.0875,operating,USA,CA,San Francisco,3,Bullpen Capital:11000000|CrunchFund:16675000.0|Foundry Group:11000000|Google Ventures:5675000|SoftTech VC:16675000.0|True Ventures:16675000.0,6,-,-,-,-,-,-,-,San Francisco,2013,37.727239:-123.032229
AboutOne,Management,4.439407,operating,USA,PA,Paoli,6,Ben Franklin Technology Partners of Southeastern Pennsylvania:45400|Golden Seeds:1800000,2,-,-,-,-,-,-,-,Chester,2010,37.727239:-123.032229
AboutUs.org,Software,7.618249,operating,USA,OR,Portland,3,Voyager Capital:2500000,1,-,-,-,-,-,-,-,Clackamas,2006,40.042016:-75.490294
Above All Software,Software,13.6,operating,USA,CA,Redwood City,2,Adobe Systems:11500000|Granite Ventures:13600000.0|Greylock Partners:13600000.0|JPMorgan Partners (JPMP):13600000.0|Sippl MacDonald Ventures:13600000.0,5,-,-,-,-,-,-,-,San Mateo,2002,45.536951:-122.649971
Abra,Finance,14,operating,USA,CA,Mountain View,2,American Express Ventures:12000000|Arbor Ventures:12000000|Carthona Capital:12000000|Blockchain Capital:12000000|First Round:12000000|Jungle Ventures:12000000|Pantera Capital:12000000|RRE Ventures:12000000|Silicon Badia:2000000|Ratan Tata:12000000,10,-,-,-,-,-,-,-,Santa Clara,2014,37.515274:-122.213672
Abroad101,Education,0.05,operating,USA,MA,Boston,1,MassChallenge:50000,1,-,-,-,-,-,-,-,Suffolk,2007,37.399364:-122.079517
ABSMaterials,Technology,4.5,operating,USA,OH,Wooster,2,Harris & Harris Group:4000000|JumpStart Inc.:500000|North Coast Angel Fund:500000|RKS Ventures:4000000,4,-,-,-,-,-,-,-,Wayne,2008,42.33196:-71.020173
Absolute Commerce,Software,0.2,operating,USA,RI,Providence,1,Slater Technology Fund:200000,1,-,-,-,-,-,-,-,Providence,2012,40.816211:-81.933085
ABT Molecular Imaging,Health,28.364818,operating,USA,TN,Knoxville,10,Council Capital:6000000|Council & Enhanced Tennessee Fund:6000000|Intersouth Partners:15000000.0|Mountain Group Capital:7000000.0|River Cities Capital Funds:6000000,5,-,-,-,-,-,-,-,Knox,2006,41.823056:-71.418779
abusix,Marketing,1.3,operating,USA,CA,San Francisco,1,Target Partners:1300000,1,-,-,-,-,-,-,-,San Francisco,2009,35.970875:-83.946479
Acacia,Software,0.015,operating,USA,TN,Nashville,1,Solidus Company:15000,1,-,-,-,-,-,-,-,Davidson,2012,37.727239:-123.032229
Acacia Communications,Software,23,operating,USA,MA,Maynard,2,Capital Ventures:20000000|Egan-Managed Capital:20000000|Matrix Partners:20000000|Summit Partners:20000000,4,-,-,-,-,-,-,-,Middlesex,2009,36.1718:-86.785002
Acacia Interactive,Software,0.762,operating,USA,TN,Nashville,1,Solidus Company:762000,1,-,-,-,-,-,-,-,Davidson,2012,42.425955:-71.456256
Acacia Research,Services,255.1,ipo,USA,CA,Newport Beach,3,Apex Capital:19600000,1,-,-,-,-,-,-,-,Orange,1993,36.1718:-86.785002
Academia.edu,Entertainment,17.8,operating,USA,CA,San Francisco,4,HOWZAT media:1600000|Khosla Ventures:11100000|Spark Capital:15600000.0|Spark Ventures:1600000|True Ventures:15600000.0|Mark Shuttleworth:1600000|Rupert Pennant-Rea:1600000|Thomas D. Lehrman:1600000,8,-,-,-,-,-,-,-,San Francisco,2008,33.596609:-117.887793
AcademixDirect,Marketing,10,operating,USA,CA,Menlo Park,1,Kennet Partners:10000000,1,-,-,-,-,-,-,-,San Mateo,2004,37.727239:-123.032229
Acccess Technology Solutions,Finance,25.478613,operating,USA,UT,Provo,1,Tritium Partners:25478613,1,-,-,-,-,-,-,-,Utah,2002,37.479736:-122.148097
Accel Diagnostics,Health,0.025,operating,USA,PA,Pittsburgh,3,AlphaLab:25000,1,-,-,-,-,-,-,-,Allegheny,2012,40.24533:-111.644807
Accelera,Mobile,3.033472,operating,USA,CA,Santa Clara,2,Spark Capital:3033472,1,-,-,-,-,-,-,-,Santa Clara,2009,40.439753:-79.976592
Accelerize New Media,Software,4.0455,ipo,USA,CA,Los Angeles,3,Square 1 Bank:3000000,1,-,-,-,-,-,-,-,Los Angeles,2005,37.364613:-121.967934
Acceleron Pharma,Technology,113.701127,ipo,USA,MA,Cambridge,6,Advanced Technology Ventures:40250006.0|Bessemer Venture Partners:31000000|Celgene:30000000|Flagship Ventures:40250006.0|MPM BioEquities:31000000|OrbiMed Advisors:40250006.0|Polaris Partners:40250006.0|QVT Financial:31000000|Sutter Hill Ventures:30000000|Venrock:40250006.0,10,-,-,-,-,-,-,-,Middlesex,2004,34.019394:-118.410825
AccelGolf,Software,0.457282,closed,USA,MA,Cambridge,7,Libra Future Fund:5000|Maine Technology Institute:259000.0|Queen's University:15282|Techstars:18000|University of Southern Maine:10000,5,-,-,-,-,-,-,-,Middlesex,2008,42.375967:-71.118275
Accelight Networks,Hardware,60,closed,USA,PA,Bridgeville,1,CDIB BioScience Ventures:60000000|GGV Capital:60000000|Menlo Ventures:60000000|Mitsubishi Corporation Life Sciences Venture:60000000|NIF Ventures:60000000|Stonewood Capital Management:60000000|Venrock:60000000|Vertex Ventures:60000000|Western Technology Investment:60000000|Whitecap Venture Partners:60000000,10,-,-,-,-,-,-,-,Allegheny,1999,42.375967:-71.118275
Accellion,Software,13.410901,operating,USA,CA,Palo Alto,2,Riverwood Capital:12000000,1,-,-,-,-,-,-,-,Santa Clara,1999,40.358909:-80.109338
Accellos,Software,28.5,operating,USA,CO,Colorado Springs,2,Centennial Ventures:28500000|Monitor Clipper Funds:28500000,2,-,-,-,-,-,-,-,El Paso,2006,37.399782:-122.142776
AccelOps,Software,25,operating,USA,CA,Santa Clara,2,ATA Ventures:18000000|Miramar Venture Partners:7000000|U.S. Venture Partners (USVP):18000000,3,-,-,-,-,-,-,-,Santa Clara,2007,38.867255:-104.760749
Acceptd,Software,3.02,operating,USA,OH,Columbus,3,10Xelerator:20000|NCT Ventures:2000000|Ohio TechAngels Fund:1000000|Rev1 Ventures:2000000,4,-,-,-,-,-,-,-,Franklin,2011,37.364613:-121.967934
Accera,Technology,138.58161,operating,USA,CO,Broomfield,5,Inventages Venture Capital Investment Inc.:42500000.0|POSCO BioVentures:41000000.0,2,-,-,-,-,-,-,-,Broomfield,2001,39.984799:-82.985044
Accertify,Finance,7.131124,acquired,USA,IL,Itasca,3,Intel Capital:4000000,1,American Express,Business Services|Finance,USA,NY,New York,150000000,USD,Dupage,2007,39.953382:-105.052125
Access Closure,Health,13.793098,acquired,USA,CA,Mountain View,3,New Leaf Venture Partners:3793100.0|ONSET Ventures:998100|Three Arch Partners:3793100.0,3,Cardinal Health,Health and Wellness|Health Care|Hospitals,USA,OH,Dublin,320000000,USD,Santa Clara,2002,41.976616:-88.018775
Access Integrated Healthcare,Health,58.5,operating,USA,CA,Los Angeles,2,Penta Mezzanine Fund:8500000|Victory Park Capital:50000000,2,-,-,-,-,-,-,-,Los Angeles,2014,37.399364:-122.079517
Access Media 3,Software,30,operating,USA,IL,Saybrook,1,ORIX Venture Finance:30000000|Petra Capital Partners:30000000,2,-,-,-,-,-,-,-,Mclean,2007,34.019394:-118.410825
Access MediQuip,Health,46.9,operating,USA,FL,Lake Mary,1,Water Street Healthcare Partners:46900000,1,-,-,-,-,-,-,-,Seminole,1997,40.428122:-88.526162
AccessSportsMedia.com,Marketing,24.25,operating,USA,CA,Los Angeles,3,Bessemer Venture Partners:12250000.0|Columbia Capital:12000000|Mission Ventures:20000000.0,3,-,-,-,-,-,-,-,Los Angeles,2003,28.759223:-81.335224
AccessData,Software,45,operating,USA,UT,Lindon,2,Silicon Valley Bank:25000000|Sorenson Capital:20000000,2,-,-,-,-,-,-,-,Utah,1987,34.019394:-118.410825
Accio Energy,Technology,4.5,operating,USA,MI,Ann Arbor,1,U.S. Department of Energy:4500000,1,-,-,-,-,-,-,-,Washtenaw,2007,40.340845:-111.717548
Accion,Finance,23,operating,USA,MA,Boston,2,International Finance Corporation:1000000|Sagamore Investments:22000000,2,-,-,-,-,-,-,-,Suffolk,1961,42.275641:-83.731333
Accion Systems,Manufacturing,2,operating,USA,MA,Cambridge,1,FF Science:2000000|Founder Collective:2000000|Founders Fund:2000000|Galvanize Ventures:2000000|RRE Ventures:2000000|SDF Ventures:2000000|Slow Ventures:2000000|TechU Angels:2000000|Marek Olszewski:2000000,9,-,-,-,-,-,-,-,Middlesex,2014,42.33196:-71.020173
Accipiter,Marketing,5.5,operating,USA,NC,Raleigh,3,Aurora Venture Capital Fund:3500000.0|Cordova Ventures:3500000.0|Frontier Capital:2000000|Intersouth Partners:3500000.0|Southeast Interactive Technology Funds:3500000.0,5,-,-,-,-,-,-,-,Wake,1996,42.375967:-71.118275
Acclaimd,Software,0.09,operating,USA,OH,Columbus,2,10Xelerator:20000|Founders Factory:70000|Rev1 Ventures:70000,3,-,-,-,-,-,-,-,Franklin,2012,35.830204:-78.641439
Acclarent,Technology,35,acquired,USA,CA,Menlo Park,1,Delphi Ventures:35000000|Meritech Capital Partners:35000000|New Enterprise Associates:35000000|Versant Ventures:35000000,4,Johnson & Johnson,Consumer Goods|Health and Wellness|Health Care|Health Diagnostics|Medical Devices|Pharmaceuticals,USA,NJ,New Brunswick,785000000,USD,San Mateo,2004,39.984799:-82.985044
Acclaris Holdings,Software,5,acquired,USA,FL,Tampa,1,Updata Partners:5000000,1,Towers Watson,Consulting,USA,NY,New York,140000000,USD,Hillsborough,2010,37.479736:-122.148097
Acco Brands,Software,10,ipo,USA,IL,Lake Zurich,1,Groupe Siparex:10000000|Partech Ventures:10000000|Pond Ventures:10000000,3,-,-,-,-,-,-,-,Lake,1947,27.970086:-82.479673
ACCO Semiconductor,Hardware,33.331814,operating,USA,CA,Sunnyvale,3,Foundation Capital:12191919,1,-,-,-,-,-,-,-,Santa Clara,1994,42.194877:-88.087773
Accolade,Health,96.244444,operating,USA,PA,Plymouth Meeting,6,Accretive LLC:36944444.0|Carrick Capital Partners:30000000|Comcast Ventures:46944444.0|Independence Health Group:22500000|McKesson Ventures:22500000|Oak Hill Capital Partners:46944444.0,6,-,-,-,-,-,-,-,Montgomery,2007,37.385784:-122.026323
Accompany,Software,20.6,operating,USA,CA,Los Altos,2,CRV:20600000.0|Cowboy Ventures:20600000.0|Iconiq Capital:15000000,3,-,-,-,-,-,-,-,Santa Clara,2013,40.109903:-75.279815
Accordion Health,Software,0.15,closed,USA,TX,Austin,1,National Science Foundation:150000,1,-,-,-,-,-,-,-,Travis,2014,37.368524:-122.096649
AccountNow,Finance,34.072,operating,USA,CA,San Ramon,4,Center for Financial Services Innovation (CFSI):12750000|Granite Hill Capital Partners:12750000|Grayhawk Capital:16250000.0|Invesco Perpetual:12750000|Oak Hill Capital Partners:16250000.0|Jasper Ridge Partners:12750000|Trident Capital:12750000|Venture Strategy Partners:3500000|VSP Capital:12750000|Tim Coltrell:12750000,10,-,-,-,-,-,-,-,Contra Costa,2003,30.307182:-97.755996
Accreon,Software,5.5,operating,USA,MA,Boston,1,Mansa Capital:5500000,1,-,-,-,-,-,-,-,Suffolk,2008,37.761542:-121.937694
Accruit,Software,3.315,operating,USA,CO,Denver,1,IA Capital Group:3315000,1,-,-,-,-,-,-,-,Jefferson,2000,42.33196:-71.020173
Accu-Break Pharmaceuticals,Technology,6.65,operating,USA,FL,Fort Lauderdale,2,Institutional Investor:5650000|Pequot Capital:5650000|S.A.C Capital Associates:5650000,3,-,-,-,-,-,-,-,Broward,2001,39.761849:-104.880625
Accuitis,Health,1.495,operating,USA,GA,Cumming,2,Bio/Med Investor Network:1000000|Georgia Research Alliance:1000000,2,-,-,-,-,-,-,-,Forsyth,2011,26.141305:-80.143896
Accumen,Health,6.7,operating,USA,CA,San Diego,1,Accretive LLC:6700000,1,-,-,-,-,-,-,-,San Diego,2011,34.207649:-84.133571
Accuradio,Marketing,2.5,operating,USA,IL,Chicago,1,NantWorks:2500000,1,-,-,-,-,-,-,-,Cook,2001,32.8153:-117.134993
AccuRev,Software,2.1,operating,USA,MA,Concord,1,Commonwealth Capital Ventures:2100000,1,-,-,-,-,-,-,-,Middlesex,1998,41.837551:-87.681844
AccuVein,Software,30.5,operating,USA,NY,Huntington Station,2,Bessemer Venture Partners:22500000|MVM Life Science Partners:22500000,2,-,-,-,-,-,-,-,Suffolk,2006,-1
Ace Metrix,Marketing,24.980307,operating,USA,CA,El Segundo,6,HWVP:23280307.0|Leapfrog Ventures:18044493.0|Palomar Ventures:21044493.0|WPP:10235814.0,4,-,-,-,-,-,-,-,Los Angeles,2007,40.844488:-73.404812
ACEA BIO,Technology,30,operating,USA,CA,San Diego,1,Lilly Asia Ventures:30000000|QiMing Venture Partners:30000000,2,-,-,-,-,-,-,-,San Diego,2002,33.917145:-118.401554
Aceable,Education,4.7,operating,USA,TX,Austin,2,FLOODGATE:4700000|NextGen Angels:4700000|Silverton Partners:4700000,3,-,-,-,-,-,-,-,Travis,2012,32.8153:-117.134993
Acelero Learning,Education,4,operating,USA,NY,New York,1,Lucile Packard Foundation for Children’s Health:4000000,1,-,-,-,-,-,-,-,New York,2001,30.307182:-97.755996
Acetylon Pharmaceuticals,Technology,151.25,operating,USA,MA,Boston,6,Celgene:115000000.0|Kraft Group:7250000,2,-,-,-,-,-,-,-,Suffolk,2008,40.664274:-73.9385
Achaogen,Technology,116.605707,ipo,USA,CA,South San Francisco,4,5AM Ventures:100905707.0|Alta Partners:74905707.0|ARCH Venture Partners:100905707.0|Domain Associates:100905707.0|Frazier Healthcare Partners:74905707.0|Venrock:116605707.0|Versant Ventures:44905707.0|Wellcome Trust:56000000,8,-,-,-,-,-,-,-,San Mateo,2004,42.33196:-71.020173
Achates Power,Technology,54.3,operating,USA,CA,San Diego,3,InterWest Partners:47300000.0|Madrone Capital Partners:54300000.0|RockPort Capital:54300000.0|Sequoia Capital:54300000.0|Triangle Peak Partners:42200000.0,5,-,-,-,-,-,-,-,San Diego,2004,37.655104:-122.376234
Achieve Lending,Finance,0.05,operating,USA,NY,New York,1,Juan Sabater:50000,1,-,-,-,-,-,-,-,New York,2014,32.8153:-117.134993
Achieve X,Software,0.15,operating,USA,PA,Conshohocken,1,Ben Franklin Technology Partners of Northeast Pennsylvania:150000,1,-,-,-,-,-,-,-,Montgomery,2008,40.664274:-73.9385
Achieve3000,Software,13.6,operating,USA,NJ,Lakewood,2,Insight Venture Partners:9000000|NJTC Venture Fund:4600000|Palisade Capital Management:4600000,3,-,-,-,-,-,-,-,Ocean,2000,40.077219:-75.3041
Achillion Pharmaceuticals,Technology,91.1,ipo,USA,CT,New Haven,2,Advent International:41000000|Atlas Venture:41000000|Bear Stearns:41000000|Clarus Ventures:50100000|Connecticut Innovations:41000000|Domain Associates:50100000|GE Capital:41000000|ING Furman Selz Asset Management:41000000|KBL Healthcare Ventures:41000000|Oakwood Medical Investors:41000000|Pacific Growth Equities:41000000|Pappas Ventures:50100000|Quaker BioVentures:50100000|Schroder Ventures:41000000|SG Capital Partners:41000000,15,-,-,-,-,-,-,-,New Haven,1998,40.093975:-74.211478
Achronix Semiconductor,Hardware,135.776263,operating,USA,CA,Santa Clara,5,Argonaut Partners:61842436.0|Battery Ventures:77400000.0|Easton Capital:87242436.0|Entrepia Ventures:77400000.0|New Science Ventures:87242436.0,5,-,-,-,-,-,-,-,Santa Clara,2004,41.310809:-72.924953
ACM Capital Partners,Services,8,operating,USA,FL,Miami,1,Hennessey Capital:8000000|TowerComm:8000000,2,-,-,-,-,-,-,-,Miami-dade,2008,37.364613:-121.967934
Acologix,Technology,40,operating,USA,CA,Hayward,1,JAIC America:40000000|Nomura Securities:40000000|SMBC Venture Capital:40000000|Tokio Marine Holdings:40000000,4,-,-,-,-,-,-,-,Alameda,1992,25.775163:-80.208615
Acompli,Software,7.3,acquired,USA,CA,San Francisco,1,Felicis Ventures:7300000|Harrison Metal:7300000|Redpoint Ventures:7300000|Roland Schemers:7300000|Ross Dargahi:7300000,5,Microsoft,Software|Video Games,USA,WA,Redmond,200000000,USD,San Francisco,2013,37.628139:-122.106341
Acopia Networks,Software,75,acquired,USA,MA,Lowell,3,Accel:75000000.0|CRV:75000000.0|Goldman Sachs:45000000.0|Meritech Capital Partners:20000000|St. Paul Venture Capital:30000000|Star Ventures:75000000.0|Vesbridge Partners:45000000.0,7,F5 Networks,Communications Hardware|Consumer Electronics|Meeting Software|Optimization|Security|Services|Technology|Virtualization,USA,WA,Seattle,210000000,USD,Middlesex,2002,37.727239:-123.032229
Acopio,food,0.02,operating,USA,CA,Oakland,1,Better Ventures:20000,1,-,-,-,-,-,-,-,Alameda,2012,42.638893:-71.322107
Acorns,Software,31.96,operating,USA,CA,Newport Beach,4,Cruttenden Partners:2800000.0|e.ventures:23000000|Garland Capital Group:23000000|Great Oaks Venture Capital:29160000.0|Greycroft Partners:23000000|Groundswell Investments:2500000|Jacobs Asset Management:6160000|Math Venture Partners:23000000|Sound Ventures:23000000|Steelpoint Capital Partners:2500000,10,-,-,-,-,-,-,-,Orange,2012,37.769857:-122.22564
Acousticeye,Technology,15,operating,USA,TX,Houston,4,Israel Cleantech Ventures (ICV):13000000.0|Plan B Ventures:7000000|Sequoia Capital:13000000.0|Roman Abramovich:2000000,4,-,-,-,-,-,-,-,Harris,2006,33.596609:-117.887793
Acquia,Manufacturing,173.5,operating,USA,MA,Burlington,8,Centerview Capital:55000000|Goldman Sachs:30000000|Investor Growth Capital:80000000.0|New Enterprise Associates:105000000.0|North Bridge Venture Partners & Growth Equity:118500000.0|O'Reilly AlphaTech Ventures:7000000|Sigma Partners:118500000.0|Split Rock Partners:105000000.0|Tenaya Capital:95000000.0|Tom Erickson:8500000,10,-,-,-,-,-,-,-,Middlesex,2007,29.780472:-95.386342
Acrisure,Finance,20,operating,USA,MI,Grand Rapids,1,Greenhill Capital Partners:20000000,1,-,-,-,-,-,-,-,Kent,2006,42.503227:-71.201713
Acrobatiq,Education,9.75,operating,USA,PA,Pittsburgh,1,Bill & Melinda Gates Foundation:9750000|Carnegie Innovations:9750000|Draper Triangle:9750000|Hearst Ventures:9750000,4,-,-,-,-,-,-,-,Allegheny,2013,42.961156:-85.65557
